policy_id,inventory_threshold,maximum_wait_hours,mean_ret,ret_ci_low,ret_ci_high,mean_service_loss,mean_departures,mean_vehicle_hours,mean_load_factor,mean_dispatch_feasible_fraction,strong_live_fraction,mean_unavailable_hours,lost_deg_ci_high,service_deg_ci_high,backlog_deg_ci_high,admissible,pareto_nondominated
threshold_1000__wait_24h,1000.0,24.0,0.6285762342662238,0.4033379912511881,0.826366556692381,60857945.0,55.0,2658.5,0.6939259090909091,0.49107142857142855,,2658.5,0.0,-0.01739036885486978,-0.01839704889881121,True,False
threshold_1000__wait_48h,1000.0,48.0,0.6333898944816543,0.4185956065867295,0.8270461985192417,60787722.5,54.0,2592.5,0.7135430555555555,0.49776785714285715,,2592.5,0.0,-0.01924352996277399,-0.019613863073818676,True,False
threshold_1000__wait_72h,1000.0,72.0,0.6333898944816543,0.4185956065867295,0.8270461985192417,60787722.5,54.0,2592.5,0.7135430555555555,0.49776785714285715,,2592.5,0.0,-0.01930942259563812,-0.019682092551124186,True,False
threshold_2500__wait_24h,2500.0,24.0,0.6311939510968225,0.41119114174298427,0.826366556692381,60857111.0,54.75,2646.5,0.697158611111111,0.49107142857142855,,2646.5,0.0,-0.017404539747062017,-0.01832909215344212,True,False
threshold_2500__wait_48h,2500.0,48.0,0.636007611312253,0.42644875707852575,0.8270461985192417,60786888.5,53.75,2580.5,0.7168977463312368,0.49776785714285715,,2580.5,0.0,-0.019499209657003903,-0.019936122845780765,True,True
threshold_2500__wait_72h,2500.0,72.0,0.636007611312253,0.42644875707852575,0.8270461985192417,60786888.5,53.75,2580.5,0.7168977463312368,0.49776785714285715,,2580.5,0.0,-0.01930942259563812,-0.019682092551124186,True,True
threshold_5000__wait_24h,5000.0,24.0,0.6246864964652395,0.4064740733116764,0.8181399306970016,61607616.5,50.0,2400.5,0.7706265000000001,0.5334821428571428,,2400.5,0.0,-0.005449340925857911,-0.0055736329361611905,True,True
threshold_5000__wait_48h,5000.0,48.0,0.6232660934099618,0.40522533080616774,0.8164245311916924,62087567.5,49.0,2376.5,0.7758882653061224,0.5334821428571428,,2376.5,0.0,0.0,0.0,True,True
threshold_5000__wait_72h,5000.0,72.0,0.6173705036910128,0.38701011764580023,0.8182182846516517,62289503.5,48.75,2364.5,0.779915869472789,0.5535714285714286,,2364.5,0.0,0.0050837876718438065,0.005229171194249448,True,True
